Steps,Policy/Entropy,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Losses/Value Loss,Losses/Policy Loss,Policy/Learning Rate,Losses/Curiosity Forward Loss,Losses/Curiosity Inverse Loss,Environment/Episode Length,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
10000,2.1778984,-0.31833237,0.10548899,0.32524648,0.1043142,9.998675e-05,0.09716579,1.3513539,168.11111111111111,-3.7033312368392943,-3.7033312368392943,0.16092513114213944,1.0
20000,2.0787044,-0.40302905,0.13476226,0.5120407,0.103882566,9.996198e-05,0.16373058,0.6347824,61.943661971830984,2.644043688904749,2.644043688904749,0.134801613192444,1.0
30000,1.8895173,-0.48197433,0.19172058,0.26743507,0.10152078,9.993806e-05,0.1690426,0.8698065,76.025,1.4196526668965816,1.4196526668965816,0.1615606177248992,1.0
40000,1.7030634,0.022580765,0.24258295,0.37021524,0.09795455,9.991333e-05,0.18241204,0.5735823,47.49264705882353,2.5410843315854,2.5410843315854,0.0937157714002724,1.0
50000,1.5516921,0.50031126,0.29415795,0.6361749,0.09794064,9.988774e-05,0.17235455,0.37457865,48.63157894736842,3.404687937220623,3.404687937220623,0.08189296691903267,1.0
60000,1.5555776,0.6760097,0.29429072,0.31897345,0.09938683,9.986291e-05,0.16844568,0.48192286,47.2962962962963,2.774334295609287,2.774334295609287,0.07275528822390136,1.0
70000,1.575479,1.6250368,0.35163113,0.444354,0.09803837,9.983663e-05,0.1164517,0.33591846,34.31363636363636,4.0204555593195,4.0204555593195,0.04296293965334334,1.0
80000,1.5357943,2.0896323,0.3485394,0.46680564,0.099758945,9.981055e-05,0.11831707,0.2622997,35.986111111111114,4.178737267016251,4.178737267016251,0.04347687445811614,1.0
90000,1.557786,2.1983187,0.40469214,0.2840264,0.09451128,9.978717e-05,0.089219436,0.172699,26.173267326732674,3.2426706502590275,3.2426706502590275,0.02481207332752755,1.0
100000,1.67243,2.4107268,0.43603402,0.21913075,0.09738411,9.976374e-05,0.06592505,0.13688654,29.633587786259543,3.239261610426377,3.239261610426377,0.022406603128227898,1.0
110000,1.6557227,2.3512557,0.45527482,0.2471085,0.109134756,9.973765e-05,0.107723,0.2199038,33.39819004524887,3.390417900952426,3.390417900952426,0.036853463666259564,1.0
120000,1.7046018,1.3286444,0.33510262,0.27558154,0.094393,9.971119e-05,0.111868545,0.18718725,93.1358024691358,1.8612935410605536,1.8612935410605536,0.1217499750200659,1.0
130000,1.6579626,1.5507545,0.62683105,0.24192849,0.095597334,9.968689e-05,0.06485235,0.13070238,78.96907216494846,2.660511797788192,2.660511797788192,0.059106550583311795,1.0
140000,1.582572,1.6168618,0.9273657,0.2500108,0.09366079,9.9663484e-05,0.08691304,0.1258392,85.91666666666667,2.3045074161556034,2.3045074161556034,0.08120067397572307,1.0
150000,1.4432766,1.3654909,1.1207533,0.23127551,0.10454587,9.9637095e-05,0.10676378,0.14029543,116.91428571428571,1.6090120200599942,1.6090120200599942,0.16460847323760391,1.0
160000,1.4310955,1.6596314,1.638996,0.24325986,0.09391312,9.961028e-05,0.06397266,0.10299778,76.7378640776699,2.9024676023756415,2.9024676023756415,0.0463561644388851,1.0
170000,1.5234809,1.946544,2.209365,0.23833822,0.099309824,9.958677e-05,0.06103943,0.13623638,80.96638655462185,2.938659630337004,2.938659630337004,0.052783298266704304,1.0
180000,1.4570826,2.0020363,2.6739464,0.24369565,0.09965192,9.9563134e-05,0.06716772,0.1114281,88.62105263157895,2.883146019652486,2.883146019652486,0.05721619243558962,1.0
190000,1.4860989,1.6200304,2.7131798,0.38250166,0.09318858,9.953677e-05,0.067218415,0.116658285,80.21296296296296,2.155394959672589,2.155394959672589,0.0686239861213019,1.0
200000,1.4753171,1.6973579,3.1098547,0.31991687,0.090185404,9.951085e-05,0.05532222,0.102278516,83.43396226415095,2.2626299917135597,2.2626299917135597,0.053014646539078,1.0
210000,1.4809508,1.9211031,3.6815946,0.31505397,0.09922516,9.948766e-05,0.048997045,0.09072879,65.225,3.2462490598360696,3.2462490598360696,0.03264684537910701,1.0
220000,1.5094475,1.8641242,3.9279897,0.35841703,0.10220661,9.94644e-05,0.056420296,0.10628988,81.10317460317461,2.721779431852083,2.721779431852083,0.05021586104310931,1.0
230000,1.4414531,2.6485755,5.033433,0.62538254,0.09462271,9.9438614e-05,0.04315808,0.082744576,49.35195530726257,3.70865738954809,3.70865738954809,0.02669350130793949,1.0
240000,1.3339955,2.8973055,5.9029503,0.75019336,0.10444275,9.941282e-05,0.05094718,0.11090118,49.38418079096045,3.50299569324585,3.50299569324585,0.02817877332053784,1.0
250000,1.3185637,2.6091623,6.499183,0.6263224,0.097407535,9.938652e-05,0.043785285,0.084705554,57.12738853503185,4.0126742370999775,4.0126742370999775,0.029558372534572695,1.0
260000,1.2629676,2.6047668,6.497109,0.80753785,0.10426904,9.936071e-05,0.07589728,0.11630932,60.4527027027027,3.130730870607737,3.130730870607737,0.0534833276084297,1.0
270000,1.2786709,2.5129888,7.4839964,0.9352854,0.10017488,9.9336874e-05,0.041570283,0.08249033,52.65573770491803,2.9451014551779497,2.9451014551779497,0.028269924070311547,1.0
280000,1.293132,1.9922762,7.3056393,0.7872712,0.10344094,9.931348e-05,0.051297862,0.088875435,62.7956204379562,2.238310032907654,2.238310032907654,0.03428675008335096,1.0
290000,1.2815444,1.8043323,7.307769,0.95683175,0.09910031,9.928698e-05,0.047079362,0.06736217,71.0546875,2.3715237457622855,2.3715237457622855,0.037245713399954195,1.0
300000,1.2216533,1.738281,7.6614084,1.0569643,0.100765646,9.9260986e-05,0.038536698,0.06583886,66.16326530612245,2.083130228192839,2.083130228192839,0.026326859066875218,1.0
310000,1.247879,2.010994,8.063865,0.88051254,0.1004713,9.9237805e-05,0.061040796,0.09272493,73.45038167938931,3.237547083210399,3.237547083210399,0.04609469511992305,1.0
320000,1.2981768,2.603651,8.54129,0.9369596,0.09836749,9.921447e-05,0.02871045,0.06058998,53.832402234636874,3.7120689506637317,3.7120689506637317,0.019307840491941605,1.0
330000,1.1937674,3.0306158,9.907247,0.9174918,0.09904382,9.91883e-05,0.040804047,0.1126924,43.23451327433628,3.4647521935733017,3.4647521935733017,0.01766889455596364,1.0
340000,1.043654,2.4517624,10.14303,1.1508071,0.10028992,9.916185e-05,0.042555634,0.060190618,48.0,2.8660154670811773,2.8660154670811773,0.02039084734337593,1.0
350000,1.0258023,2.6954231,11.443392,1.1094764,0.089873865,9.913589e-05,0.029426698,0.049266126,46.03669724770642,3.3717071449537888,3.3717071449537888,0.015397866309936578,1.0
360000,1.0749309,2.474116,11.523991,1.5263625,0.097788885,9.91103e-05,0.033411566,0.056488313,44.349514563106794,2.6306517488748122,2.6306517488748122,0.016939508081052126,1.0
370000,1.0412741,2.0811493,10.9543085,1.3461298,0.09801844,9.9087054e-05,0.044338673,0.06654371,63.05921052631579,2.641760143402376,2.641760143402376,0.030697078957210147,1.0
380000,1.0809081,2.0410104,11.765371,1.738456,0.09566976,9.906356e-05,0.046329282,0.082994066,51.328125,2.3697804524710304,2.3697804524710304,0.02590725548982032,1.0
390000,1.0069706,2.33982,12.711668,1.9136703,0.09824329,9.903768e-05,0.03881398,0.05911405,47.52020202020202,2.7981922775506973,2.7981922775506973,0.02014925785828382,1.0
400000,0.9780235,2.4662807,14.010163,1.9301325,0.10161084,9.901207e-05,0.04376021,0.05467043,42.955156950672645,2.8997384542306976,2.8997384542306976,0.02097957465310076,1.0
410000,0.92336416,2.2884812,14.0955305,2.088218,0.09296685,9.898646e-05,0.03540162,0.048074517,49.652849740932645,2.3907742991889873,2.3907742991889873,0.019733985239092606,1.0
420000,0.9157447,2.2724836,15.240847,1.8339533,0.09601189,9.896075e-05,0.026110921,0.039512295,47.07,3.416311453934291,3.416311453934291,0.013300982646728356,1.0
430000,0.952797,2.581595,15.434781,2.5075026,0.092078075,9.893745e-05,0.048273705,0.07127978,59.899371069182386,3.110972502696439,3.110972502696439,0.03278703560376153,1.0
440000,0.9380984,2.1308959,15.765162,3.2600021,0.09852928,9.891379e-05,0.03094336,0.04073115,48.557291666666664,2.369100338745611,2.369100338745611,0.01537773016854696,1.0
450000,0.89212847,2.7428825,17.785318,3.2877545,0.09797074,9.8888064e-05,0.02350173,0.035239924,46.56666666666667,3.6199888852224396,3.6199888852224396,0.010272674945419271,1.0
460000,0.87297255,3.0333216,18.652563,3.4064546,0.10048914,9.886247e-05,0.028315648,0.04962464,37.13962264150943,3.2575535686510912,3.2575535686510912,0.012304833573113494,1.0
470000,0.85486454,2.4579997,18.644854,3.1658134,0.098091796,9.883671e-05,0.043235824,0.050914813,43.81651376146789,2.7242993778045026,2.7242993778045026,0.019963505725940228,1.0
480000,0.91690975,2.150357,18.738733,3.814696,0.10604004,9.8811186e-05,0.037550658,0.043681953,48.88,2.228183418214321,2.228183418214321,0.02248239198932424,1.0
490000,0.9017734,2.0282304,19.97141,3.1379135,0.09876804,9.8785546e-05,0.023500126,0.033118557,56.605095541401276,2.267316825830253,2.267316825830253,0.012321612223757395,1.0
500000,0.9557524,1.1054294,16.63928,3.4003885,0.097158656,9.8762204e-05,0.044878464,0.06971875,104.4367816091954,0.8656703795899044,0.8656703795899044,0.054756079453826795,1.0
510000,0.8974776,1.7094976,19.456749,3.1880302,0.097441,9.8738856e-05,0.035729967,0.06835374,82.72566371681415,2.6999890421118056,2.6999890421118056,0.030049410282767246,1.0
520000,0.91573733,1.7987334,19.329058,4.2999787,0.10373739,9.8713106e-05,0.03796033,0.054871738,80.45454545454545,2.1025959474981324,2.1025959474981324,0.0365452335749114,1.0
530000,0.91177183,1.3799589,17.694931,4.5591154,0.09735579,9.868733e-05,0.039589904,0.073059686,110.3076923076923,1.0487130269026146,1.0487130269026146,0.04469599971511903,1.0
540000,0.926934,1.3476115,20.005661,5.2007194,0.101471685,9.866338e-05,0.027084861,0.04184698,71.52212389380531,1.8624939291100753,1.8624939291100753,0.02023687226526243,1.0
550000,0.8937909,1.6593436,20.5944,5.1217194,0.09937908,9.863608e-05,0.036039583,0.066873655,97.63963963963964,2.572681386904283,2.572681386904283,0.03900964518966661,1.0
560000,0.8823207,1.7312603,20.634418,5.5934014,0.10255738,9.8612174e-05,0.035170197,0.045952246,70.87735849056604,2.474074644300173,2.474074644300173,0.024027573627876646,1.0
570000,0.90930146,1.498749,20.526995,7.1282105,0.0984356,9.858746e-05,0.024528429,0.030169005,94.57009345794393,1.7123749595936213,1.7123749595936213,0.02929853691467058,1.0
580000,0.8962744,1.5876913,21.686506,6.653643,0.09830374,9.856166e-05,0.02345777,0.035835497,70.20422535211267,2.0431213286561025,2.0431213286561025,0.015383428854631707,1.0
590000,0.8117053,1.7475196,23.82852,7.292325,0.09731343,9.853536e-05,0.029986773,0.03858761,71.28676470588235,2.062047894853745,2.062047894853745,0.024469891584726445,1.0
600000,0.8216761,1.4344682,22.425512,7.4007416,0.09220787,9.851222e-05,0.028883856,0.042238586,70.90082644628099,1.5916239351034165,1.5916239351034165,0.023557714646934378,1.0
610000,0.78941774,1.0199442,22.76348,7.9263253,0.099729046,9.8488774e-05,0.038336035,0.048650406,85.93805309734513,1.5359022569867362,1.5359022569867362,0.03279571249396993,1.0
620000,0.8065754,1.518519,24.85866,9.271065,0.102183595,9.846286e-05,0.019757766,0.017724602,62.22222222222222,2.1274179903169474,2.1274179903169474,0.014487348994912786,1.0
630000,0.7722313,1.8608913,26.614206,9.0403,0.0985802,9.843685e-05,0.018320229,0.012133854,74.2127659574468,2.9262976208899882,2.9262976208899882,0.013159679239021336,1.0
640000,0.747906,1.3965744,24.444536,10.375425,0.09821278,9.8410994e-05,0.02527093,0.029894564,63.53146853146853,1.0324799797751687,1.0324799797751687,0.01602739707560285,1.0
650000,0.7364347,1.1384151,25.124987,9.504,0.09480177,9.83879e-05,0.025860885,0.01784964,57.30246913580247,1.233538406498638,1.233538406498638,0.01625539436303999,1.0
660000,0.76359135,0.71315837,24.306816,8.155214,0.10545603,9.83647e-05,0.028174201,0.051985733,56.75,0.2235541103816614,0.2235541103816614,0.01694699762198824,1.0
670000,0.7500932,0.81067425,25.67551,13.04599,0.098340824,9.833892e-05,0.033212163,0.053731073,68.57142857142857,0.7818008905320656,0.7818008905320656,0.024047863348863843,1.0
680000,0.7667188,0.470484,25.350388,9.602515,0.094833985,9.831318e-05,0.026173979,0.042017557,62.35947712418301,0.5652243220492413,0.5652243220492413,0.018346824231373734,1.0
690000,0.77656144,0.96570736,26.751694,10.468167,0.10296092,9.828659e-05,0.027773362,0.025976354,63.02142857142857,1.5477243730000088,1.5477243730000088,0.018268476077355444,1.0
700000,0.7651324,0.9650079,26.472008,11.255585,0.10070411,9.826213e-05,0.024827596,0.023276124,64.48611111111111,0.8831345142989323,0.8831345142989323,0.017782903047567553,1.0
710000,0.8134937,1.1067502,27.332573,13.700732,0.09527353,9.8238e-05,0.022496896,0.029730335,62.77181208053691,0.24711368535016034,0.24711368535016034,0.01429219143500558,1.0
720000,0.74243325,1.2599663,29.107368,14.203664,0.09778079,9.821237e-05,0.036363803,0.04858598,73.93076923076923,1.6086833706268897,1.6086833706268897,0.030138855969282584,1.0
730000,0.78727025,1.1996785,29.1842,14.043015,0.10188554,9.8186116e-05,0.02718096,0.047069214,71.15789473684211,1.2227435721490616,1.2227435721490616,0.019466839744744443,1.0
740000,0.84736884,1.5229981,32.99821,15.553202,0.09787361,9.8162825e-05,0.019778972,0.037990347,72.82307692307693,1.6050389129381912,1.6050389129381912,0.017918172655201767,1.0
750000,0.8374017,2.176116,36.060764,14.998639,0.09296139,9.8139375e-05,0.019694677,0.040727865,62.467948717948715,3.3075371896609282,3.3075371896609282,0.01037955094421378,1.0
760000,0.8504354,2.278887,35.776157,15.9312105,0.09830342,9.8113516e-05,0.013706068,0.026432622,61.6375,2.6759202071705706,2.6759202071705706,0.009612105921520002,1.0
770000,0.9130493,2.0644042,34.789673,15.27518,0.10287235,9.8087956e-05,0.019951,0.045614757,70.62962962962963,2.013248810873312,2.013248810873312,0.016349564760115325,1.0
780000,0.8838206,1.6682862,36.061436,13.319705,0.095834054,9.80621e-05,0.023607519,0.03672842,63.516129032258064,1.8431153578142967,1.8431153578142967,0.01596955660084683,1.0
790000,0.8447358,1.8183812,37.31321,20.342804,0.098154604,9.803644e-05,0.02861858,0.04609085,66.26241134751773,2.3996308860203897,2.3996308860203897,0.018984896822746657,1.0
800000,0.86177534,1.5066003,36.08637,18.276356,0.0966601,9.801058e-05,0.025718153,0.053962983,64.29054054054055,1.8646231893725043,1.8646231893725043,0.01939165711890431,1.0
810000,0.843874,1.3141607,35.100117,20.557547,0.095180206,9.7987366e-05,0.027924962,0.049679622,66.34265734265735,1.1963733208011573,1.1963733208011573,0.019052364528966203,1.0
820000,0.82021403,1.4832946,38.125572,15.525488,0.09902032,9.796403e-05,0.029099684,0.062326293,70.28985507246377,1.6578060479267784,1.6578060479267784,0.021416791972866202,1.0
830000,0.83383036,1.8439436,41.407745,16.838821,0.10185981,9.793792e-05,0.01626295,0.029071659,58.398809523809526,2.578407844972043,2.578407844972043,0.010429034035214932,1.0
840000,0.8045981,2.0865672,41.84791,20.75734,0.09361087,9.791141e-05,0.01571442,0.02364922,62.07692307692308,2.31325707756556,2.31325707756556,0.009562360885469481,1.0
850000,0.8105087,1.5400237,39.249325,22.351025,0.09807907,9.788547e-05,0.019771948,0.027360369,65.68055555555556,1.3618383010228474,1.3618383010228474,0.014770250935624871,1.0
860000,0.8133819,1.1327302,39.676758,19.74521,0.09590636,9.7862154e-05,0.017506424,0.025881773,54.42372881355932,1.170303157784722,1.170303157784722,0.010160800048404119,1.0
870000,0.8221783,1.4797317,41.287277,20.39642,0.100318454,9.783864e-05,0.020936448,0.0353233,59.358024691358025,1.9325205127885736,1.9325205127885736,0.014293141673073356,1.0
880000,0.8406721,0.97528654,38.842045,17.782484,0.0995114,9.78122e-05,0.018288799,0.027611416,54.758823529411764,0.7512108767733855,0.7512108767733855,0.011975384835044251,1.0
890000,0.8268884,0.675745,38.504047,22.94842,0.095116034,9.7786215e-05,0.03310574,0.05593928,63.50967741935484,0.4898502875387279,0.4898502875387279,0.020112017278401242,1.0
900000,0.7324913,1.7541273,45.962677,24.690079,0.09672961,9.7762895e-05,0.02033322,0.02209241,63.21621621621622,2.440528755187988,2.440528755187988,0.01523866520728916,1.0
910000,0.7719832,2.0646079,46.913036,23.558575,0.096449144,9.773846e-05,0.025691932,0.032567747,79.624,2.9329690492153166,2.9329690492153166,0.021570172651670872,1.0
920000,0.79462594,2.2209558,49.97845,26.787502,0.0989082,9.7711825e-05,0.019537466,0.043902934,60.45859872611465,2.707581461614864,2.707581461614864,0.012275729706558358,1.0
930000,0.8376428,2.1415346,51.033485,18.3048,0.10200119,9.768609e-05,0.0148201855,0.024213204,62.96666666666667,2.898177363872528,2.898177363872528,0.010714802395862838,1.0
940000,0.82947034,1.7790941,48.39449,19.568127,0.10008462,9.766183e-05,0.023954168,0.041616302,69.26760563380282,1.6492632870942774,1.6492632870942774,0.020456677124815876,1.0
950000,0.7970273,1.3856101,49.292072,19.258184,0.09863262,9.7637916e-05,0.01932244,0.035306014,52.88397790055249,1.5737761041736076,1.5737761041736076,0.009069057256086262,1.0
960000,0.8053171,1.7042292,52.06206,22.844809,0.10233039,9.761216e-05,0.013550076,0.019167999,50.524064171122994,1.6210647542630472,1.6210647542630472,0.006859524117317051,1.0
970000,0.789609,1.5824077,52.412685,28.252422,0.095181875,9.758624e-05,0.018568518,0.03732906,58.864197530864196,1.440916822366188,1.440916822366188,0.01251905698020674,1.0
980000,0.78373,0.81847847,49.002983,22.240047,0.10082014,9.7560325e-05,0.030138183,0.036072254,54.20441988950276,0.7787087184289543,0.7787087184289543,0.01889817483462033,1.0
990000,0.7871385,1.4855583,54.188366,29.857311,0.09603731,9.753694e-05,0.01582173,0.020265069,55.825581395348834,1.569756971888764,1.569756971888764,0.010279419383360343,1.0
1000000,0.79376495,1.210595,51.621952,27.275578,0.10082611,9.751305e-05,0.021291487,0.046268724,64.05442176870748,1.288101050318504,1.288101050318504,0.013630129840402376,1.0
1010000,0.73343164,0.91794133,50.345596,24.482231,0.100181244,9.7486525e-05,0.022686152,0.031232044,59.7515923566879,1.257545825402448,1.257545825402448,0.015304677894303374,1.0
1020000,0.7015362,1.3869263,53.50411,38.244007,0.098961905,9.746295e-05,0.03186404,0.052525632,68.60992907801419,1.6670033614686195,1.6670033614686195,0.028217218505426685,1.0
1030000,0.7223262,1.5585041,53.721016,37.050823,0.09950378,9.7439406e-05,0.025115896,0.043862283,61.75471698113208,1.8368004687927053,1.8368004687927053,0.01795633896296103,1.0
1040000,0.72251457,1.3109913,53.31671,34.368565,0.0956189,9.741356e-05,0.01964411,0.033096325,52.774193548387096,1.0896354259983185,1.0896354259983185,0.00999991158499152,1.0
1050000,0.7269709,0.8724612,51.00443,32.23692,0.09933657,9.738791e-05,0.021910938,0.0504588,59.47826086956522,0.5774464707196869,0.5774464707196869,0.013389732454388594,1.0
1060000,0.7435498,0.6197088,52.487083,32.275646,0.09711072,9.736227e-05,0.01997432,0.030043608,57.16860465116279,0.5684819782889167,0.5684819782889167,0.012928023162774395,1.0
1070000,0.7317051,0.9654569,56.543026,35.876568,0.104458645,9.733658e-05,0.011726125,0.014079839,59.3433734939759,1.2093787254709185,1.2093787254709185,0.0076104844870948886,1.0
1080000,0.7305267,0.43739688,51.315258,47.665283,0.097158074,9.7310905e-05,0.022461887,0.029421398,57.648809523809526,0.4338809318796417,0.4338809318796417,0.015091458310720307,1.0
1090000,0.7725097,0.87206286,54.503567,39.29867,0.09406088,9.728737e-05,0.020417893,0.03986357,59.8780487804878,1.3646792445967837,1.3646792445967837,0.012697646258080878,1.0
1100000,0.7613233,1.5924807,59.39655,40.225887,0.09352405,9.726348e-05,0.019110387,0.042709008,68.97902097902097,1.974121900705191,1.974121900705191,0.015261696096366415,1.0
1110000,0.81144094,0.82632494,52.266598,38.85224,0.099160545,9.723768e-05,0.017250028,0.03546667,52.0,1.0282003174545944,1.0282003174545944,0.009076019935560243,1.0
1120000,0.789417,1.44619,59.333534,40.552803,0.10385068,9.721173e-05,0.014489768,0.027028855,59.90184049079755,1.7883909271984566,1.7883909271984566,0.00931322414402441,1.0
1130000,0.754387,1.360453,55.70099,32.929707,0.098875105,9.718556e-05,0.015173358,0.023454456,52.76571428571429,1.2967856190670495,1.2967856190670495,0.00849190380373413,1.0
1140000,0.7242658,1.4387468,59.744698,46.648136,0.09974943,9.7162134e-05,0.019806135,0.038002554,61.9559748427673,1.3696554775507945,1.3696554775507945,0.01253486213892253,1.0
1150000,0.7777282,1.199788,58.53456,39.73459,0.09353979,9.713856e-05,0.016432313,0.0336912,49.165,1.0527371623408255,1.0527371623408255,0.009474055959442958,1.0
1160000,0.7128185,1.4648303,61.44055,51.328712,0.103842095,9.711263e-05,0.025205204,0.037284743,62.62820512820513,1.5887707449068689,1.5887707449068689,0.017595752311431487,1.0
1170000,0.8131234,1.7152413,62.96241,41.885704,0.09812623,9.708681e-05,0.023382738,0.032660577,71.45864661654136,2.3848146361515936,2.3848146361515936,0.017602993692691558,1.0
1180000,0.78945655,0.59989357,53.01299,46.918686,0.089048594,9.706084e-05,0.02977163,0.045438133,52.84090909090909,0.1787330098450184,0.1787330098450184,0.0173757631253631,1.0
1190000,0.80117965,0.94321835,59.916344,33.91994,0.09442555,9.703732e-05,0.018068548,0.04404606,54.88505747126437,0.822688492550247,0.822688492550247,0.010673333921512568,1.0
1200000,0.74330544,1.2915989,64.35061,52.499443,0.09726699,9.7013624e-05,0.021900872,0.0352917,64.5374149659864,1.401550660733463,1.401550660733463,0.01481507169510409,1.0
1210000,0.7830137,0.9437509,62.814415,33.652725,0.09838605,9.698756e-05,0.013870748,0.02537649,51.65425531914894,0.7421274065340637,0.7421274065340637,0.008334984149162969,1.0
1220000,0.7719376,0.4941724,60.249775,60.473804,0.09732613,9.696126e-05,0.015874011,0.020317763,47.213592233009706,0.01325246967920443,0.01325246967920443,0.008191743636185803,1.0
1230000,0.7215372,1.1641577,67.47941,72.262405,0.09892164,9.6937976e-05,0.027646173,0.033195622,66.65068493150685,1.692800856208148,1.692800856208148,0.018861293706210484,1.0
1240000,0.6996307,1.2510068,65.821724,42.754566,0.09757779,9.691313e-05,0.022825718,0.03905616,63.23225806451613,1.080127146551686,1.080127146551686,0.019233095083355665,1.0
1250000,0.76252717,1.2643429,68.61444,43.48121,0.10793676,9.6887015e-05,0.016952295,0.03057776,57.80239520958084,1.658611517823385,1.658611517823385,0.008392721629272142,1.0
1260000,0.7944073,1.7500776,70.69662,28.773092,0.100384936,9.686097e-05,0.019638356,0.043150857,73.80152671755725,2.509086438262736,2.509086438262736,0.01727143787516313,1.0
1270000,0.76020235,1.4105738,66.15076,28.486872,0.10000355,9.6837655e-05,0.036403857,0.070958495,70.21538461538462,1.5900149008699955,1.5900149008699955,0.023110869570429977,1.0
1280000,0.73953855,1.8139349,71.466805,43.86766,0.1044085,9.681376e-05,0.02034291,0.027293285,64.7248322147651,2.394498619678858,2.394498619678858,0.014872332412680309,1.0
1290000,0.68322587,1.3853905,67.989784,38.951836,0.10125874,9.6787604e-05,0.014924729,0.02622279,56.801169590643276,1.3022884447672214,1.3022884447672214,0.00930838498126236,1.0
1300000,0.7167721,1.3102612,69.80173,39.706673,0.099275246,9.676151e-05,0.01478486,0.023750782,57.694117647058825,1.3572019608581767,1.3572019608581767,0.009994990938096582,1.0
